"","Jul_long_CH4","mil_time"
"1",NA,1
"2",0.148230622223382,1
"3",0.41568256368465,1
"4",NA,1
"5",0.115348019115273,1
"6",NA,1
"7",0.176957926807714,1
"8",NA,1
"9",0.237361937513398,1
"10",0.29339693691138,1
"11",NA,1
"12",0.130532104246577,1
"13",NA,1
"14",0.144057611758825,1
"15",NA,2
"16",0.362931215445947,2
"17",0.576313781130887,2
"18",NA,2
"19",0.140317478131071,2
"20",NA,2
"21",0.129163784981845,2
"22",NA,2
"23",0.307689402755153,2
"24",0.591264905656124,2
"25",NA,2
"26",NA,2
"27",NA,2
"28",0.131383709535582,2
"29",NA,3
"30",0.329808048198134,3
"31",0.412800896115738,3
"32",NA,3
"33",0.161100775491449,3
"34",NA,3
"35",0.197088429078988,3
"36",NA,3
"37",0.243991311934686,3
"38",0.355837443011034,3
"39",NA,3
"40",0.0608848735072416,3
"41",NA,3
"42",0.209701794104357,3
"43",-0.510292581937622,4
"44",0.264097147585397,4
"45",NA,4
"46",NA,4
"47",0.0431727803064723,4
"48",NA,4
"49",0.13245123860607,4
"50",0.18613254264657,4
"51",0.331973989576587,4
"52",NA,4
"53",NA,4
"54",0.233244652916729,4
"55",NA,4
"56",0.127407187710991,4
"57",0.225582345272391,5
"58",NA,5
"59",NA,5
"60",NA,5
"61",0.136346689368364,5
"62",NA,5
"63",0.133458932960902,5
"64",0.192059775757848,5
"65",0.35612321220749,5
"66",NA,5
"67",NA,5
"68",NA,5
"69",0.179972789779196,5
"70",0.150655752304977,5
"71",NA,6
"72",0.184877224773036,6
"73",0.455079827197577,6
"74",NA,6
"75",NA,6
"76",NA,6
"77",0.130474063282784,6
"78",NA,6
"79",0.151942854135357,6
"80",NA,6
"81",0.132569541414279,6
"82",NA,6
"83",NA,6
"84",0.144622568397025,6
"85",NA,7
"86",NA,7
"87",NA,7
"88",NA,7
"89",NA,7
"90",NA,7
"91",0.121761759837961,7
"92",0.168943555679586,7
"93",0.20412224060143,7
"94",NA,7
"95",NA,7
"96",0.00147814781822805,7
"97",NA,7
"98",0.0852837481279846,7
"99",0.103846442283471,8
"100",0.174429861909954,8
"101",NA,8
"102",NA,8
"103",0.144262388782258,8
"104",0.193431895557091,8
"105",0.16432469799348,8
"106",0.11052032767157,8
"107",0.288947481132864,8
"108",0.201039196668149,8
"109",0.162637676788765,8
"110",0.11814422690482,8
"111",NA,8
"112",0.141438397879375,8
"113",0.10365142570448,9
"114",NA,9
"115",0.263758774771766,9
"116",0.117260213728632,9
"117",0.112803180502703,9
"118",0.161888432378556,9
"119",0.17099023013353,9
"120",0.135169948505433,9
"121",0.269396602978957,9
"122",0.196678951451784,9
"123",0.0989204240224015,9
"124",0.166464897060759,9
"125",0.165674890064956,9
"126",0.132082937678015,9
"127",0.125696733435422,10
"128",0.232820683851644,10
"129",0.169850259151244,10
"130",0.193047898608011,10
"131",NA,10
"132",0.176704029295349,10
"133",0.204208467625194,10
"134",0.148712239071085,10
"135",0.347734194818698,10
"136",0.238442864157516,10
"137",0.202419178375349,10
"138",NA,10
"139",0.230347839446491,10
"140",0.177467899811567,10
"141",0.163213329525619,11
"142",0.245200001850401,11
"143",0.407530859357824,11
"144",0.237653856029222,11
"145",NA,11
"146",0.177462906044296,11
"147",0.179318087429346,11
"148",0.118070891181666,11
"149",0.189630822411743,11
"150",0.253382870266175,11
"151",0.137723109967836,11
"152",NA,11
"153",NA,11
"154",0.229815557047634,11
"155",0.154579706057601,12
"156",0.240994796985154,12
"157",0.325117426729722,12
"158",0.126721371039124,12
"159",0.208686131614374,12
"160",0.209805662533593,12
"161",0.180007227862867,12
"162",0.134611178217844,12
"163",0.226357277412248,12
"164",0.350020864001852,12
"165",0.169274777801262,12
"166",0.185977700796102,12
"167",NA,12
"168",0.192025580582504,12
"169",0.162362973285842,13
"170",0.190750865964765,13
"171",0.390047957497269,13
"172",0.127849129390257,13
"173",0.17411137572324,13
"174",NA,13
"175",0.219809156118789,13
"176",0.161870358492296,13
"177",0.254476235990289,13
"178",0.293195638969838,13
"179",0.210176221940821,13
"180",0.227206411927422,13
"181",NA,13
"182",0.183966481459824,13
"183",0.166920139806457,14
"184",0.333741284989846,14
"185",0.326140934370339,14
"186",0.172968074197601,14
"187",0.254397671957144,14
"188",NA,14
"189",0.258935005559263,14
"190",0.167050917600516,14
"191",0.154174430507142,14
"192",0.299606356075411,14
"193",0.180837711740574,14
"194",0.173326505698642,14
"195",0.294143228623657,14
"196",0.237178038202008,14
"197",0.143606366211472,15
"198",0.32092903107702,15
"199",0.295158264914868,15
"200",0.177536856408405,15
"201",0.158386828116325,15
"202",0.204866144156239,15
"203",0.276795264488414,15
"204",0.129413799223426,15
"205",0.375154816730475,15
"206",0.285300963041804,15
"207",0.22005992920275,15
"208",0.186767973223413,15
"209",NA,15
"210",0.253951798206071,15
"211",0.198161794285586,16
"212",0.311209491104807,16
"213",0.339149464303384,16
"214",0.212996079321758,16
"215",0.185060869732295,16
"216",NA,16
"217",0.198755247983436,16
"218",0.168045668019096,16
"219",0.429434229323221,16
"220",0.363755936150887,16
"221",NA,16
"222",0.168000141382891,16
"223",NA,16
"224",0.207060040249044,16
"225",0.183976451373491,17
"226",NA,17
"227",0.373236620585905,17
"228",0.137319743051113,17
"229",0.197152649604093,17
"230",NA,17
"231",0.266063632445154,17
"232",0.293718433437013,17
"233",0.434811733755389,17
"234",0.294367302321131,17
"235",0.177491740307352,17
"236",0.184312489306252,17
"237",0.236627876349842,17
"238",0.227608048150307,17
"239",0.273326311087923,18
"240",NA,18
"241",0.254110861139985,18
"242",0.231971918708649,18
"243",0.161441441520955,18
"244",0.157490696826223,18
"245",0.291235039003287,18
"246",0.330272453583462,18
"247",NA,18
"248",0.283958662144462,18
"249",0.171769010413048,18
"250",0.142993206427047,18
"251",0.168807710740879,18
"252",0.221546975919435,18
"253",0.216494965331045,19
"254",0.363624309524727,19
"255",0.294566882174443,19
"256",0.288655254962392,19
"257",0.10212659540075,19
"258",0.342484917803172,19
"259",0.31499675127631,19
"260",NA,19
"261",NA,19
"262",0.310793125833047,19
"263",0.166929773353511,19
"264",0.265168175342527,19
"265",0.2233257671965,19
"266",0.267042324475178,19
"267",NA,20
"268",0.297703922954186,20
"269",NA,20
"270",0.107342102769918,20
"271",NA,20
"272",0.341777921275863,20
"273",0.314747647200108,20
"274",NA,20
"275",NA,20
"276",NA,20
"277",0.231418199051417,20
"278",NA,20
"279",0.264398049858048,20
"280",0.235751960193875,20
"281",NA,21
"282",0.419080757741523,21
"283",NA,21
"284",0.217639281144642,21
"285",NA,21
"286",0.275785102463844,21
"287",0.333111187354088,21
"288",NA,21
"289",NA,21
"290",NA,21
"291",0.246357115116341,21
"292",NA,21
"293",0.300401822396609,21
"294",0.349889150952887,21
"295",0.615233493662904,22
"296",0.60981416290616,22
"297",NA,22
"298",0.196993313694037,22
"299",NA,22
"300",0.164644724032895,22
"301",0.230919268798676,22
"302",NA,22
"303",0.583440292861508,22
"304",NA,22
"305",0.326873519564505,22
"306",NA,22
"307",0.161851503232782,22
"308",0.249436896261116,22
"309",0.424155700709087,23
"310",0.570378211781994,23
"311",NA,23
"312",0.0916620625568909,23
"313",NA,23
"314",0.132475879020137,23
"315",0.245359086707585,23
"316",0.250231078636738,23
"317",0.566288695470442,23
"318",NA,23
"319",0.237709920657473,23
"320",NA,23
"321",0.154790329984162,23
"322",0.321626732034939,23
"323",NA,24
"324",0.545005241719431,24
"325",NA,24
"326",0.0985288659569124,24
"327",NA,24
"328",0.168586004229407,24
"329",0.329889784334072,24
"330",0.373413523591078,24
"331",NA,24
"332",NA,24
"333",0.065766337799235,24
"334",NA,24
"335",0.185486101550871,24
"336",0.269997105255394,24
